------------------------------+-------------+-------------------------------------+------------------------------------------------------+-----
 A  2  3  4  5  6  7  8  9  T |    PLAY     |        E[X_CDP]          E[X_MAX]   |        SPL1              SPL2              SPL3      | BEST
 0  0  0  0  0  0  0  0 11 14 | 10,10 vs 10 |  -0.7305764411028   0.0000000000000 |   0.0000000000000  -0.3928571428571  -0.7305764411028| SPL1
 0  0  0  0  0  0  0  0 11 14 |  9, 9 vs 10 |  -2.0731293474328  -1.4935064935065 |  -1.4935064935065  -1.8252904989747  -2.0731293474328| SPL1
 0  0  0  0  0  0  0  0 11 14 | 10,10 vs  9 |   2.1999115435648   2.1999115435648 |   1.4805194805195   1.8646616541353   2.1999115435648| SPL3
 0  0  0  0  0  0  0  0 11 14 |  9, 9 vs  9 |   0.6783625730994   0.6783625730994 |  -0.0000000000000   0.4000000000000   0.6783625730994| SPL3
 0  0  0  0  0  0  0  0 11 13 | 10,10 vs 10 |  -0.7346306943830   0.0000000000000 |   0.0000000000000  -0.3997493734336  -0.7346306943830| SPL1
 0  0  0  0  0  0  0  0 11 13 |  9, 9 vs 10 |  -2.0815568332596  -1.4857142857143 |  -1.4857142857143  -1.8225563909774  -2.0815568332596| SPL1
 0  0  0  0  0  0  0  0 11 13 | 10,10 vs  9 |   2.1670352351467   2.1670352351467 |   1.4761904761905   1.8483709273183   2.1670352351467| SPL3
 0  0  0  0  0  0  0  0 11 13 |  9, 9 vs  9 |   0.6955820924861   0.6955820924861 |  -0.0000000000000   0.4040100250627   0.6955820924861| SPL3
 0  0  0  0  0  0  0  0 11 12 | 10,10 vs 10 |  -0.7339009287926   0.0000000000000 |   0.0000000000000  -0.4052631578947  -0.7339009287926| SPL1
 0  0  0  0  0  0  0  0 11 12 |  9, 9 vs 10 |  -2.0928792569659  -1.4789473684211 |  -1.4789473684211  -1.8216718266254  -2.0928792569659| SPL1
 0  0  0  0  0  0  0  0 11 12 | 10,10 vs  9 |   2.1362229102167   2.1362229102167 |   1.4736842105263   1.8343653250774   2.1362229102167| SPL3
 0  0  0  0  0  0  0  0 11 12 |  9, 9 vs  9 |   0.7118679050568   0.7118679050568 |  -0.0000000000000   0.4070175438596   0.7118679050568| SPL3
 0  0  0  0  0  0  0  0 11 11 | 10,10 vs 10 |  -0.7265221878225   0.0000000000000 |   0.0000000000000  -0.4086687306502  -0.7265221878225| SPL1
 0  0  0  0  0  0  0  0 11 11 |  9, 9 vs 10 |  -2.1083591331269  -1.4736842105263 |  -1.4736842105263  -1.8235294117647  -2.1083591331269| SPL1
 0  0  0  0  0  0  0  0 11 11 | 10,10 vs  9 |   2.1083591331269   2.1083591331269 |   1.4736842105263   1.8235294117647   2.1083591331269| SPL3
 0  0  0  0  0  0  0  0 11 11 |  9, 9 vs  9 |   0.7265221878225   0.7265221878225 |   0.0000000000000   0.4086687306502   0.7265221878225| SPL3
 0  0  0  0  0  0  0  0 11 10 | 10,10 vs 10 |  -0.7099673202614   0.0000000000000 |  -0.0000000000000  -0.4089052287582  -0.7099673202614| SPL1
 0  0  0  0  0  0  0  0 11 10 |  9, 9 vs 10 |  -2.1298642533937  -1.4705882352941 |  -1.4705882352941  -1.8294117647059  -2.1298642533937| SPL1
 0  0  0  0  0  0  0  0 11 10 | 10,10 vs  9 |   2.0844645550528   2.0844645550528 |   1.4771241830065   1.8169934640523   2.0844645550528| SPL3
 0  0  0  0  0  0  0  0 11 10 |  9, 9 vs  9 |   0.7385620915033   0.7385620915033 |   0.0000000000000   0.4084967320261   0.7385620915033| SPL3
 0  0  0  0  0  0  0  0 11  9 | 10,10 vs 10 |  -0.6808338720103   0.0000000000000 |   0.0000000000000  -0.4044117647059  -0.6808338720103| SPL1
 0  0  0  0  0  0  0  0 11  9 |  9, 9 vs 10 |  -2.1601809954751  -1.4705882352941 |  -1.4705882352941  -1.8411764705882  -2.1601809954751| SPL1
 0  0  0  0  0  0  0  0 11  9 | 10,10 vs  9 |   2.0656108597285   2.0656108597285 |   1.4852941176471   1.8161764705882   2.0656108597285| SPL3
 0  0  0  0  0  0  0  0 11  9 |  9, 9 vs  9 |   0.7466063348416   0.7466063348416 |   0.0000000000000   0.4058823529412   0.7466063348416| SPL3
 0  0  0  0  0  0  0  0 11  8 | 10,10 vs 10 |  -0.6346153846154   0.0000000000000 |   0.0000000000000  -0.3928571428571  -0.6346153846154| SPL1
 0  0  0  0  0  0  0  0 11  8 |  9, 9 vs 10 |  -2.2034965034965  -1.4750000000000 |  -1.4750000000000  -1.8615384615385  -2.2034965034965| SPL1
 0  0  0  0  0  0  0  0 11  8 | 10,10 vs  9 |   2.0526973026973   2.0526973026973 |   1.5000000000000   1.8228021978022   2.0526973026973| SPL3
 0  0  0  0  0  0  0  0 11  8 |  9, 9 vs  9 |   0.7487179487179   0.7487179487179 |   0.0000000000000   0.4000000000000   0.7487179487179| SPL3
